LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_Q8TZE3_V1_5_relaxed_B	LevyLab_Q8TZE3_V1_5_relaxed_B 	2.693E-06	1.000	247	3	90	99	2	86	91	89	0.889	0.934
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_Q9H773_V1_3_relaxed_A	LevyLab_Q9H773_V1_3_relaxed_A 	5.794E-04	1.000	145	2	93	99	32	128	170	101	0.929	0.571
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_P0AEY4_V1_2_relaxed_B	LevyLab_P0AEY4_V1_2_relaxed_B 	5.586E-02	0.999	96	4	96	99	145	229	263	94	0.939	0.323
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_Q9S5G3_V1_1_relaxed_B	LevyLab_Q9S5G3_V1_1_relaxed_B 	8.091E-02	0.975	77	5	90	99	115	202	203	98	0.869	0.433
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_O95292_Q969R2_B	ProtVar_O95292_Q969R2_B 	2.043E-01	0.933	70	21	98	99	316	397	916	82	0.788	0.090
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_P58853_V1_1_relaxed_B	LevyLab_P58853_V1_1_relaxed_B 	1.410E-01	0.912	68	2	89	99	125	207	209	100	0.889	0.397
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ModelArchive_ma-bak-cepc-0831_B	ModelArchive_ma-bak-cepc-0831_B Predicted interaction between PEX25 and PEX11 Predicted interaction between PEX25 and PEX11	1.082E+00	0.817	62	21	71	99	143	193	236	51	0.515	0.216
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_P40925_Q8N4V1_B	ProtVar_P40925_Q8N4V1_B 	2.311E-01	0.772	60	19	84	99	1	75	131	76	0.667	0.573
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ModelArchive_ma-low-csi-0165_B	ModelArchive_ma-low-csi-0165_B Predicted interaction between ANXA2 and BCAP31 Predicted interaction between ANXA2 and BCAP31	3.787E-01	0.663	56	21	98	99	56	151	246	96	0.788	0.390
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_P00815_V1_3_relaxed_A	LevyLab_P00815_V1_3_relaxed_A 	2.311E-01	0.632	55	3	86	99	247	324	799	84	0.848	0.098
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_P51572_V1_1_relaxed_A	LevyLab_P51572_V1_1_relaxed_A 	8.988E-01	0.505	51	21	98	99	56	151	246	96	0.788	0.390
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_Q32P28_Q3KP66_B	ProtVar_Q32P28_Q3KP66_B 	2.567E+00	0.505	51	19	76	99	185	244	663	60	0.586	0.090
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_Q9UHQ4_V1_5_relaxed_A	LevyLab_Q9UHQ4_V1_5_relaxed_A 	7.021E-01	0.473	50	21	96	99	56	140	241	85	0.768	0.353
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_P41587_Q9NXB9_B	ProtVar_P41587_Q9NXB9_B 	3.090E+00	0.442	49	18	78	99	200	260	296	61	0.616	0.206
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_O95295_Q96B45_B	ProtVar_O95295_Q96B45_B 	5.485E-01	0.411	48	1	97	99	6	89	106	97	0.980	0.792
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_O75956_P05386_A	ProtVar_O75956_P05386_A 	1.385E+00	0.411	48	17	76	99	66	122	126	61	0.606	0.452
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_Q8N4V1_Q96HS1_A	ProtVar_Q8N4V1_Q96HS1_A 	7.469E-01	0.411	48	21	88	99	3	77	131	78	0.687	0.573
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_Q5T124_Q8IZP0-10_B	ProtVar_Q5T124_Q8IZP0-10_B 	8.988E-01	0.411	48	21	94	99	12	91	388	81	0.747	0.206
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_P61421_Q8N4V1_B	ProtVar_P61421_Q8N4V1_B 	8.450E-01	0.382	47	21	90	99	3	79	131	80	0.707	0.588
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_A0A0H3JI15_V1_3_relaxed_B	LevyLab_A0A0H3JI15_V1_3_relaxed_B 	1.082E+00	0.382	47	24	98	99	4	76	171	78	0.758	0.427
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	Predictome_f2n47e1_PSF1_HUMAN__TOP2B_HUMAN__1822aa_unrelaxed_af2mv3_model_4_A	Predictome_f2n47e1_PSF1_HUMAN__TOP2B_HUMAN__1822aa_unrelaxed_af2mv3_model_4_A 	2.905E+00	0.382	47	21	72	99	29	77	196	52	0.525	0.250
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_Q05789_V1_1_relaxed_B	LevyLab_Q05789_V1_1_relaxed_B 	1.302E+00	0.382	47	24	96	99	130	202	226	74	0.737	0.323
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	LevyLab_O75956_V1_2_relaxed_B	LevyLab_O75956_V1_2_relaxed_B 	1.667E+00	0.353	46	17	76	99	66	122	126	61	0.606	0.452
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_Q13503_Q15528-2_B	ProtVar_Q13503_Q15528-2_B 	5.157E-01	0.353	46	23	96	99	24	104	140	81	0.747	0.579
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_O60504_Q9NYB9_B	ProtVar_O60504_Q9NYB9_B 	1.302E+00	0.353	46	21	94	99	12	91	513	80	0.747	0.156
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_Q9NY72_Q9UHQ4_B	ProtVar_Q9NY72_Q9UHQ4_B 	7.469E-01	0.326	45	21	96	99	56	146	241	91	0.768	0.378
LOKIASV2_0055_ESMFold_nucleotide_pyrophosphohydrolase	ProtVar_Q8N4V1_Q9Y3B6_A	ProtVar_Q8N4V1_Q9Y3B6_A 	1.385E+00	0.301	44	21	89	99	3	78	131	79	0.697	0.580
