query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	4ehu-assembly1.cif.gz_A	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	4ehu-assembly1.cif.gz_A Activator of the 2-Hydroxyisocaproyl-CoA Dehydratase from Clostridium difficile with bound ADPNP	0.296	268	182	31	298	2	261	1.570E-24	877
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	1hux-assembly1.cif.gz_B	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	1hux-assembly1.cif.gz_B CRYSTAL STRUCTURE OF THE ACIDAMINOCOCCUS FERMENTANS (R)-2-HYDROXYGLUTARYL-COA DEHYDRATASE COMPONENT A	0.291	262	179	31	292	3	256	8.864E-25	869
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	7yyl-assembly4.cif.gz_H	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	7yyl-assembly4.cif.gz_H nucleotide-free DCCP:DCCP-R complex	0.287	259	170	34	292	2	240	1.691E-14	457
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	3h1q-assembly1.cif.gz_A	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	3h1q-assembly1.cif.gz_A Crystal structure of ethanolamine utilization protein EutJ from Carboxydothermus hydrogenoformans	0.142	266	212	22	287	19	266	9.648E-12	306
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	3h1q-assembly2.cif.gz_B	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	3h1q-assembly2.cif.gz_B Crystal structure of ethanolamine utilization protein EutJ from Carboxydothermus hydrogenoformans	0.152	266	212	22	287	20	270	1.614E-11	296
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	2ivo-assembly1.cif.gz_A	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	2ivo-assembly1.cif.gz_A Structure of UP1 protein	0.180	309	231	31	313	2	310	1.614E-11	296
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	2yhw-assembly1.cif.gz_A-2	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	2yhw-assembly1.cif.gz_A-2 High-resolution crystal structures of N-Acetylmannosamine kinase: Insights about substrate specificity, activity and inhibitor modelling.	0.157	306	222	28	291	1	306	3.865E-12	276
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	2yhy-assembly1.cif.gz_A	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	2yhy-assembly1.cif.gz_A Structure of N-Acetylmannosamine kinase in complex with N- acetylmannosamine and ADP	0.142	306	226	28	291	1	306	9.648E-12	269
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	5jmv-assembly1.cif.gz_B	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	5jmv-assembly1.cif.gz_B Crystal structure of mjKae1-pfuPcc1 complex	0.135	300	240	27	305	1	300	7.558E-11	264
LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	5jmv-assembly1.cif.gz_A	LOKIASV2_0261_ESMFold_acyl-CoA_dehydratase_activase	5jmv-assembly1.cif.gz_A Crystal structure of mjKae1-pfuPcc1 complex	0.142	302	239	27	305	1	302	6.012E-11	264
