LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-X1FLJ4-F1-model_v4	AF-X1FLJ4-F1-model_v4 Gp_dh_N domain-containing protein	2.747E-52	1.000	1845	1	333	333	1	333	333	337	1.000	1.000
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A1W1VDL3-F1-model_v4	AF-A0A1W1VDL3-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	1.077E-52	1.000	1843	1	330	333	1	328	335	330	0.991	0.979
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A6N3B9M5-F1-model_v4	AF-A0A6N3B9M5-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	2.173E-50	1.000	1785	1	332	333	1	330	335	332	0.997	0.985
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A2E3GWY3-F1-model_v4	AF-A0A2E3GWY3-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	1.802E-50	1.000	1776	1	332	333	1	336	339	338	0.997	0.991
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-Q57Q02-F1-model_v4	AF-Q57Q02-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	3.811E-50	1.000	1736	1	329	333	4	329	334	330	0.988	0.976
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A5S4ZRF7-F1-model_v4	AF-A0A5S4ZRF7-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	1.102E-49	1.000	1712	1	328	333	45	374	406	332	0.985	0.813
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A2T0FLN5-F1-model_v4	AF-A0A2T0FLN5-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	3.840E-49	1.000	1691	1	330	333	51	378	387	332	0.991	0.848
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A1H6WIE3-F1-model_v4	AF-A0A1H6WIE3-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	2.348E-48	1.000	1690	2	330	333	81	407	413	330	0.988	0.792
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A3A0G0R5-F1-model_v4	AF-A0A3A0G0R5-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	8.124E-49	1.000	1689	1	330	333	1	332	338	333	0.991	0.982
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-K6X2T0-F1-model_v4	AF-K6X2T0-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	2.832E-48	1.000	1676	1	330	333	1	327	331	331	0.991	0.988
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A6L7P191-F1-model_v4	AF-A0A6L7P191-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	1.425E-48	1.000	1675	1	329	333	1	331	337	334	0.988	0.982
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A7G5IK74-F1-model_v4	AF-A0A7G5IK74-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	5.991E-48	1.000	1668	1	330	333	1	330	336	333	0.991	0.982
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A6L7GEB3-F1-model_v4	AF-A0A6L7GEB3-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	3.014E-48	1.000	1667	1	330	333	1	329	335	332	0.991	0.982
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A7J6MRY3-F1-model_v4	AF-A0A7J6MRY3-F1-model_v4 Gp_dh_N domain-containing protein	2.206E-48	1.000	1666	1	330	333	1	331	709	334	0.991	0.467
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A832K5D3-F1-model_v4	AF-A0A832K5D3-F1-model_v4 Type I glyceraldehyde-3-phosphate dehydrogenase	4.119E-48	1.000	1661	1	329	333	1	327	332	331	0.988	0.985
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A7C9QRP0-F1-model_v4	AF-A0A7C9QRP0-F1-model_v4 Glyceraldehyde-3-phosphate dehydrogenase	5.628E-48	1.000	1660	1	329	333	1	327	333	331	0.988	0.982
LOKIASV2_4203_ESMFold_type_I_glyceraldehyde-3-phosphate_dehydrogenase	AF-A0A1F6M224-F1-model_v4	AF-A0A1F6M224-F1-model_v4 Type I glyceraldehyde-3-phosphate dehydrogenase	1.962E-47	1.000	1660	1	330	333	1	331	339	333	0.991	0.976
