query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j3r-assembly1.cif.gz_A	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j3r-assembly1.cif.gz_A Cryo-EM structure of the AsCas12f-HKRA-sgRNAS3-5v7-target DNA	0.182	413	307	3	378	1	413	5.202E-21	563
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j1j-assembly1.cif.gz_A	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j1j-assembly1.cif.gz_A Cryo-EM structure of the AsCas12f-YHAM-sgRNAS3-5v7-target DNA	0.197	412	302	1	377	3	414	5.164E-20	537
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j12-assembly1.cif.gz_A	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j12-assembly1.cif.gz_A Cryo-EM structure of the AsCas12f-sgRNA-target DNA ternary complex	0.193	418	307	1	381	1	418	2.313E-20	524
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8dzj-assembly1.cif.gz_A	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8dzj-assembly1.cif.gz_A Cryo-EM structure of Acidibacillus sulfuroxidans Cas12f in complex with sgRNA and target DNA	0.168	406	312	3	378	2	407	5.126E-19	511
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	7wju-assembly1.cif.gz_A	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	7wju-assembly1.cif.gz_A Cryo-EM structure of the AsCas12f1-sgRNAv1-dsDNA ternary complex	0.193	398	297	3	371	1	398	9.635E-19	486
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8h1j-assembly1.cif.gz_A	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8h1j-assembly1.cif.gz_A Cryo-EM structure of the TnpB-omegaRNA-target DNA ternary complex	0.178	376	293	1	376	1	358	1.429E-17	485
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8exa-assembly1.cif.gz_A	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8exa-assembly1.cif.gz_A ISDra2 TnpB in complex with reRNA and cognate DNA, conformation 1 (RuvC domain resolved)	0.154	327	271	2	328	3	323	1.103E-13	389
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j3r-assembly1.cif.gz_B	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j3r-assembly1.cif.gz_B Cryo-EM structure of the AsCas12f-HKRA-sgRNAS3-5v7-target DNA	0.183	382	309	3	381	1	382	5.749E-19	375
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8hr5-assembly1.cif.gz_A	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8hr5-assembly1.cif.gz_A Cryo-EM structure of the CnCas12f1-sgRNA-DNA complex	0.143	450	317	1	371	1	450	3.305E-14	352
LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j1j-assembly1.cif.gz_B	LOKIASV2_0625_ESMFold_RNA-guided_endonuclease_TnpB_family_protein	8j1j-assembly1.cif.gz_B Cryo-EM structure of the AsCas12f-YHAM-sgRNAS3-5v7-target DNA	0.189	379	304	3	378	1	379	2.687E-17	343
