query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
DESULFOASV1_2183_hypothetical_protein	AF-Q06067-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-Q06067-F1-model_v4 Signal transduction histidine-protein kinase AtoS	0.250	373	263	354	726	252	602	1.161E-26	859
DESULFOASV1_2183_hypothetical_protein	AF-P0DOA0-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-P0DOA0-F1-model_v4 Sensor kinase CckA	0.288	428	297	358	775	428	855	5.317E-27	772
DESULFOASV1_2183_hypothetical_protein	AF-P16497-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-P16497-F1-model_v4 Sporulation kinase A	0.203	377	282	349	725	252	606	3.037E-23	756
DESULFOASV1_2183_hypothetical_protein	AF-Q4ZSY3-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-Q4ZSY3-F1-model_v4 Blue-light-activated protein	0.245	416	307	368	775	26	441	3.804E-27	676
DESULFOASV1_2183_hypothetical_protein	AF-Q48IV1-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-Q48IV1-F1-model_v4 Blue-light-activated protein	0.245	419	311	363	775	23	441	5.317E-27	660
DESULFOASV1_2183_hypothetical_protein	AF-Q881J7-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-Q881J7-F1-model_v4 Blue-light-activated protein	0.236	421	316	361	775	21	441	1.373E-26	656
DESULFOASV1_2183_hypothetical_protein	AF-P51392-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-P51392-F1-model_v4 Uncharacterized sensor-like histidine kinase ycf26	0.197	376	300	352	726	279	654	3.037E-23	649
DESULFOASV1_2183_hypothetical_protein	AF-O87939-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-O87939-F1-model_v4 Sensor protein TdiS	0.203	399	316	326	723	149	547	1.789E-25	642
DESULFOASV1_2183_hypothetical_protein	AF-P39764-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-P39764-F1-model_v4 Sporulation kinase C	0.206	397	305	327	723	39	423	2.569E-23	631
DESULFOASV1_2183_hypothetical_protein	AF-P58363-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-P58363-F1-model_v4 Aerobic respiration control sensor protein ArcB	0.220	450	343	326	775	117	557	1.535E-26	618
DESULFOASV1_2183_hypothetical_protein	AF-P37739-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-P37739-F1-model_v4 C4-dicarboxylate transport sensor protein DctS	0.255	410	302	316	725	246	651	3.852E-24	614
DESULFOASV1_2183_hypothetical_protein	AF-O31661-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-O31661-F1-model_v4 Sporulation kinase E	0.222	383	277	351	733	380	736	1.370E-22	614
DESULFOASV1_2183_hypothetical_protein	AF-P20169-F1-model_v4	DESULFOASV1_2183_hypothetical_protein	AF-P20169-F1-model_v4 Drug sensory protein A	0.206	394	302	346	726	263	656	8.769E-23	613
