query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
DESULFOASV1_2023_hypothetical_protein	5xvs-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	5xvs-assembly1.cif.gz_A Crystal structure of UDP-GlcNAc 2-epimerase NeuC complexed with UDP	0.105	318	266	149	466	5	302	2.930E-03	83
DESULFOASV1_2023_hypothetical_protein	5zlt-assembly1.cif.gz_C	DESULFOASV1_2023_hypothetical_protein	5zlt-assembly1.cif.gz_C Crystal structure of UDP-GlcNAc 2-epimerase NeuC complexed with UDP	0.127	320	272	149	468	5	317	3.898E-03	83
DESULFOASV1_2023_hypothetical_protein	1v4v-assembly1.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	1v4v-assembly1.cif.gz_B Crystal Structure Of UDP-N-Acetylglucosamine 2-Epimerase From Thermus Thermophilus HB8	0.106	363	308	149	511	5	349	4.715E-03	79
DESULFOASV1_2023_hypothetical_protein	5zlt-assembly1.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	5zlt-assembly1.cif.gz_B Crystal structure of UDP-GlcNAc 2-epimerase NeuC complexed with UDP	0.111	317	248	150	466	35	314	4.944E-03	78
DESULFOASV1_2023_hypothetical_protein	3iaa-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	3iaa-assembly1.cif.gz_A Crystal Structure of CalG2, Calicheamicin Glycosyltransferase, TDP bound form	0.129	367	318	149	514	5	371	9.174E-03	78
DESULFOASV1_2023_hypothetical_protein	7mi0-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	7mi0-assembly1.cif.gz_A Crystal Structure of Glycosyltransferase from Rickettsia africae ESF-5	0.088	340	293	149	488	6	327	4.846E-02	64
DESULFOASV1_2023_hypothetical_protein	7vej-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	7vej-assembly1.cif.gz_A Crystal structure of Phytolacca americana UGT3 with kaempferol and UDP-2fluoroglucose	0.099	352	284	149	464	5	356	2.159E-02	61
DESULFOASV1_2023_hypothetical_protein	7d1i-assembly1.cif.gz_A-2	DESULFOASV1_2023_hypothetical_protein	7d1i-assembly1.cif.gz_A-2 Crystal structure of acinetobacter baumannii MurG	0.093	331	265	149	479	5	297	3.745E-01	53
DESULFOASV1_2023_hypothetical_protein	4b7c-assembly5.cif.gz_J	DESULFOASV1_2023_hypothetical_protein	4b7c-assembly5.cif.gz_J Crystal structure of hypothetical protein PA1648 from Pseudomonas aeruginosa.	0.124	149	120	331	479	106	243	6.626E-01	47
DESULFOASV1_2023_hypothetical_protein	7d1i-assembly1.cif.gz_B-2	DESULFOASV1_2023_hypothetical_protein	7d1i-assembly1.cif.gz_B-2 Crystal structure of acinetobacter baumannii MurG	0.102	369	276	149	517	3	310	1.017E+00	47
DESULFOASV1_2023_hypothetical_protein	3mmz-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	3mmz-assembly1.cif.gz_A CRYSTAL STRUCTURE OF putative HAD family hydrolase from Streptomyces avermitilis MA-4680	0.072	124	105	346	459	4	127	1.418E+00	46
DESULFOASV1_2023_hypothetical_protein	6kqw-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	6kqw-assembly1.cif.gz_A Crystal structure of Yijc from B. subtilis	0.092	310	222	149	458	3	247	2.952E-01	46
DESULFOASV1_2023_hypothetical_protein	3l7i-assembly3.cif.gz_D	DESULFOASV1_2023_hypothetical_protein	3l7i-assembly3.cif.gz_D Structure of the Wall Teichoic Acid Polymerase TagF	0.122	358	290	113	470	1	331	1.750E-01	46
DESULFOASV1_2023_hypothetical_protein	3mmz-assembly1.cif.gz_D-2	DESULFOASV1_2023_hypothetical_protein	3mmz-assembly1.cif.gz_D-2 CRYSTAL STRUCTURE OF putative HAD family hydrolase from Streptomyces avermitilis MA-4680	0.078	126	106	344	459	2	127	1.066E+00	45
DESULFOASV1_2023_hypothetical_protein	4b7c-assembly2.cif.gz_C	DESULFOASV1_2023_hypothetical_protein	4b7c-assembly2.cif.gz_C Crystal structure of hypothetical protein PA1648 from Pseudomonas aeruginosa.	0.122	149	122	331	479	126	265	9.693E-01	43
DESULFOASV1_2023_hypothetical_protein	4rvs-assembly1.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	4rvs-assembly1.cif.gz_B The native structure of mycobacterial quinone oxidoreductase Rv154c.	0.116	120	100	339	458	129	242	1.487E+00	43
DESULFOASV1_2023_hypothetical_protein	2vhx-assembly1.cif.gz_D	DESULFOASV1_2023_hypothetical_protein	2vhx-assembly1.cif.gz_D Crystal structure of the ternary complex of L-alanine dehydrogenase from Mycobacterium tuberculosis with NAD+ and pyruvate	0.113	289	245	236	512	20	308	1.872E-02	43
DESULFOASV1_2023_hypothetical_protein	4b7c-assembly6.cif.gz_K	DESULFOASV1_2023_hypothetical_protein	4b7c-assembly6.cif.gz_K Crystal structure of hypothetical protein PA1648 from Pseudomonas aeruginosa.	0.116	149	118	331	479	96	230	1.229E+00	41
DESULFOASV1_2023_hypothetical_protein	2bgu-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	2bgu-assembly1.cif.gz_A CRYSTAL STRUCTURE OF THE DNA MODIFYING ENZYME BETA-GLUCOSYLTRANSFERASE IN THE PRESENCE AND ABSENCE OF THE SUBSTRATE URIDINE DIPHOSPHOGLUCOSE	0.099	214	181	248	461	61	262	9.243E-01	41
DESULFOASV1_2023_hypothetical_protein	2voy-assembly1.cif.gz_I	DESULFOASV1_2023_hypothetical_protein	2voy-assembly1.cif.gz_I CryoEM model of CopA, the copper transporting ATPase from Archaeoglobus fulgidus	0.117	108	89	351	458	7	108	3.035E+00	40
DESULFOASV1_2023_hypothetical_protein	5k1s-assembly2.cif.gz_D	DESULFOASV1_2023_hypothetical_protein	5k1s-assembly2.cif.gz_D crystal structure of AibC	0.131	169	129	333	501	143	292	1.715E+00	40
DESULFOASV1_2023_hypothetical_protein	7vr2-assembly1.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	7vr2-assembly1.cif.gz_B Crystal structure of (-)-pulegone reductase PR1292 from Nepeta tenuifolia	0.109	149	125	331	479	133	273	9.243E-01	40
DESULFOASV1_2023_hypothetical_protein	7vr4-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	7vr4-assembly1.cif.gz_A Crystal structure of (-)-pulegone reductase PR1294 from Nepeta tenuifolia in complex with NADPH	0.118	149	127	331	479	132	276	1.289E+00	40
DESULFOASV1_2023_hypothetical_protein	3wvn-assembly2.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	3wvn-assembly2.cif.gz_B Complex structure of VinN with L-aspartate	0.108	239	205	248	486	58	288	1.380E-01	40
DESULFOASV1_2023_hypothetical_protein	3l7i-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	3l7i-assembly1.cif.gz_A Structure of the Wall Teichoic Acid Polymerase TagF	0.119	343	286	120	462	7	332	4.750E-01	40
DESULFOASV1_2023_hypothetical_protein	2ia5-assembly3.cif.gz_L	DESULFOASV1_2023_hypothetical_protein	2ia5-assembly3.cif.gz_L T4 polynucleotide kinase/phosphatase with bound sulfate and magnesium.	0.103	191	127	313	455	93	283	6.318E-01	39
DESULFOASV1_2023_hypothetical_protein	4eye-assembly2.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	4eye-assembly2.cif.gz_B Crystal structure of a probable oxidoreductase from Mycobacterium abscessus solved by iodide ion SAD	0.159	126	87	333	458	128	231	1.978E+00	39
DESULFOASV1_2023_hypothetical_protein	4b7c-assembly4.cif.gz_G	DESULFOASV1_2023_hypothetical_protein	4b7c-assembly4.cif.gz_G Crystal structure of hypothetical protein PA1648 from Pseudomonas aeruginosa.	0.124	149	119	331	479	126	262	1.635E+00	39
DESULFOASV1_2023_hypothetical_protein	4b7c-assembly2.cif.gz_D	DESULFOASV1_2023_hypothetical_protein	4b7c-assembly2.cif.gz_D Crystal structure of hypothetical protein PA1648 from Pseudomonas aeruginosa.	0.129	149	120	331	479	126	264	1.715E+00	39
DESULFOASV1_2023_hypothetical_protein	5zjp-assembly1.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	5zjp-assembly1.cif.gz_B Structure of N-acetylmannosamine-6-phosphate-2-epimerase from Vibrio cholerae with N-acetylglucosamine-6-phosphate	0.094	192	159	229	420	29	204	4.529E-01	38
DESULFOASV1_2023_hypothetical_protein	4b7x-assembly1.cif.gz_H	DESULFOASV1_2023_hypothetical_protein	4b7x-assembly1.cif.gz_H Crystal structure of hypothetical protein PA1648 from Pseudomonas aeruginosa.	0.122	149	126	331	479	122	266	1.289E+00	38
DESULFOASV1_2023_hypothetical_protein	1ky5-assembly1.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	1ky5-assembly1.cif.gz_B D244E mutant S-Adenosylhomocysteine hydrolase refined with noncrystallographic restraints	0.077	363	284	147	509	46	354	1.380E-01	37
DESULFOASV1_2023_hypothetical_protein	3c3p-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	3c3p-assembly1.cif.gz_A Crystal structure of a methyltransferase (NP_951602.1) from Geobacter sulfurreducens at 1.90 A resolution	0.122	157	130	333	489	43	191	1.560E+00	36
DESULFOASV1_2023_hypothetical_protein	5zjn-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	5zjn-assembly1.cif.gz_A Structure of N-acetylmannosamine-6-phosphate-2-epimerase from Vibrio cholerae with N-acetylmannosamine-6-phosphate	0.081	192	157	229	420	24	195	5.478E-01	36
DESULFOASV1_2023_hypothetical_protein	6yux-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	6yux-assembly1.cif.gz_A Crystal structure of Malus domestica Double Bond Reductase (MdDBR) ternary complex	0.131	149	123	331	479	136	278	1.978E+00	36
DESULFOASV1_2023_hypothetical_protein	1xwf-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	1xwf-assembly1.cif.gz_A K185N mutated S-adenosylhomocysteine hydrolase	0.102	329	252	232	513	30	358	1.254E-01	36
DESULFOASV1_2023_hypothetical_protein	5its-assembly2.cif.gz_C	DESULFOASV1_2023_hypothetical_protein	5its-assembly2.cif.gz_C Crystal structure of LOG from Corynebacterium glutamicum	0.093	180	137	350	501	5	184	6.495E+00	35
DESULFOASV1_2023_hypothetical_protein	1lnq-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	1lnq-assembly1.cif.gz_A CRYSTAL STRUCTURE OF MTHK AT 3.3 A	0.140	121	90	354	474	81	186	5.370E+00	35
DESULFOASV1_2023_hypothetical_protein	2vus-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	2vus-assembly1.cif.gz_A Crystal structure of unliganded NmrA-AreA zinc finger complex	0.115	145	114	350	479	1	145	2.074E+00	35
DESULFOASV1_2023_hypothetical_protein	4b7c-assembly6.cif.gz_L	DESULFOASV1_2023_hypothetical_protein	4b7c-assembly6.cif.gz_L Crystal structure of hypothetical protein PA1648 from Pseudomonas aeruginosa.	0.122	149	121	331	479	126	264	2.509E+00	35
DESULFOASV1_2023_hypothetical_protein	5v96-assembly1.cif.gz_A	DESULFOASV1_2023_hypothetical_protein	5v96-assembly1.cif.gz_A Crystal Structure of S-adenosyl-l-homocysteine Hydrolase from Naegleria fowleri with bound NAD and Adenosine	0.108	504	343	4	507	7	391	5.330E-02	35
DESULFOASV1_2023_hypothetical_protein	4b7c-assembly1.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	4b7c-assembly1.cif.gz_B Crystal structure of hypothetical protein PA1648 from Pseudomonas aeruginosa.	0.125	170	140	331	500	126	286	2.074E+00	34
DESULFOASV1_2023_hypothetical_protein	6bii-assembly1.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	6bii-assembly1.cif.gz_B Crystal Structure of Pyrococcus yayanosii Glyoxylate Hydroxypyruvate Reductase in complex with NADP and malonate (re-refinement of 5AOW)	0.093	366	293	149	514	3	326	4.981E-01	34
DESULFOASV1_2023_hypothetical_protein	5aov-assembly1.cif.gz_A-2	DESULFOASV1_2023_hypothetical_protein	5aov-assembly1.cif.gz_A-2 Ternary Crystal Structure of Pyrococcus furiosus Glyoxylate Hydroxypyruvate Reductase in presence of glyoxylate	0.110	352	223	149	500	4	254	2.815E-01	34
DESULFOASV1_2023_hypothetical_protein	5k1s-assembly2.cif.gz_C	DESULFOASV1_2023_hypothetical_protein	5k1s-assembly2.cif.gz_C crystal structure of AibC	0.137	169	129	333	501	167	316	3.337E+00	34
DESULFOASV1_2023_hypothetical_protein	3l7m-assembly1.cif.gz_D	DESULFOASV1_2023_hypothetical_protein	3l7m-assembly1.cif.gz_D Structure of the Wall Teichoic Acid Polymerase TagF, H548A	0.113	351	291	120	470	7	335	1.229E+00	34
DESULFOASV1_2023_hypothetical_protein	1ky4-assembly1.cif.gz_D	DESULFOASV1_2023_hypothetical_protein	1ky4-assembly1.cif.gz_D S-Adenosylhomocysteine hydrolase refined with noncrystallographic restraints	0.065	409	324	105	513	10	356	3.096E-01	33
DESULFOASV1_2023_hypothetical_protein	2fq1-assembly1.cif.gz_B	DESULFOASV1_2023_hypothetical_protein	2fq1-assembly1.cif.gz_B Crystal structure of the two-domain non-ribosomal peptide synthetase EntB containing isochorismate lyase and aryl-carrier protein domains	0.120	172	137	344	500	16	187	2.894E+00	32
