query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
DESULFOASV1_32070-Fe-S-binding_protein	AF-P52074-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-P52074-F1-model_v4 Glycolate oxidase iron-sulfur subunit	0.200	382	304	16	396	18	399	2.969E-15	609
DESULFOASV1_32070-Fe-S-binding_protein	AF-P94534-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-P94534-F1-model_v4 Probable glycolate oxidase iron-sulfur subunit	0.187	423	311	14	396	12	434	2.844E-15	588
DESULFOASV1_32070-Fe-S-binding_protein	AF-P0A997-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-P0A997-F1-model_v4 Anaerobic glycerol-3-phosphate dehydrogenase subunit C	0.166	387	315	17	395	3	389	1.985E-12	469
DESULFOASV1_32070-Fe-S-binding_protein	AF-P0A996-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-P0A996-F1-model_v4 Anaerobic glycerol-3-phosphate dehydrogenase subunit C	0.165	386	315	17	394	3	388	4.499E-12	458
DESULFOASV1_32070-Fe-S-binding_protein	AF-Q57557-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-Q57557-F1-model_v4 Uncharacterized iron-sulfur protein MJ0092	0.189	380	289	16	395	127	483	1.379E-11	433
DESULFOASV1_32070-Fe-S-binding_protein	AF-A0A0E3NEE1-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-A0A0E3NEE1-F1-model_v4 Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit D	0.193	383	307	16	396	17	399	1.321E-11	423
DESULFOASV1_32070-Fe-S-binding_protein	AF-Q6LYC4-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-Q6LYC4-F1-model_v4 Uncharacterized iron-sulfur protein MMP1067	0.191	384	292	15	398	130	491	2.748E-11	422
DESULFOASV1_32070-Fe-S-binding_protein	AF-Q8TSV7-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-Q8TSV7-F1-model_v4 Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit D	0.185	383	310	16	396	17	399	3.127E-11	415
DESULFOASV1_32070-Fe-S-binding_protein	AF-P43801-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-P43801-F1-model_v4 Anaerobic glycerol-3-phosphate dehydrogenase subunit C	0.149	402	332	5	395	17	418	1.909E-10	409
DESULFOASV1_32070-Fe-S-binding_protein	AF-Q8PVW3-F1-model_v4	DESULFOASV1_32070-Fe-S-binding_protein	AF-Q8PVW3-F1-model_v4 Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit D	0.186	383	309	16	396	17	399	3.127E-11	408
