query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
DESULFOASV1_24940-Fe-S-binding_protein	AF-Q5WJE1-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-Q5WJE1-F1-model_v4 Lactate utilization protein A	0.425	240	137	1	240	1	239	1.488E-26	1237
DESULFOASV1_24940-Fe-S-binding_protein	AF-Q62Q36-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-Q62Q36-F1-model_v4 Lactate utilization protein A	0.403	238	141	1	238	1	237	4.078E-26	1209
DESULFOASV1_24940-Fe-S-binding_protein	AF-Q9KBU2-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-Q9KBU2-F1-model_v4 Lactate utilization protein A	0.424	238	136	1	238	1	237	3.506E-26	1206
DESULFOASV1_24940-Fe-S-binding_protein	AF-A7Z902-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-A7Z902-F1-model_v4 Lactate utilization protein A	0.415	238	138	1	238	1	237	6.751E-26	1199
DESULFOASV1_24940-Fe-S-binding_protein	AF-B7I0K9-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-B7I0K9-F1-model_v4 Lactate utilization protein A	0.408	240	141	1	240	1	239	6.104E-26	1198
DESULFOASV1_24940-Fe-S-binding_protein	AF-B7JF00-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-B7JF00-F1-model_v4 Lactate utilization protein A 1	0.408	240	141	1	240	1	239	8.687E-26	1191
DESULFOASV1_24940-Fe-S-binding_protein	AF-C3LAQ4-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-C3LAQ4-F1-model_v4 Lactate utilization protein A 2	0.408	240	141	1	240	1	239	8.687E-26	1191
DESULFOASV1_24940-Fe-S-binding_protein	AF-O07020-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-O07020-F1-model_v4 Lactate utilization protein A	0.407	238	140	1	238	1	237	9.136E-26	1190
DESULFOASV1_24940-Fe-S-binding_protein	AF-Q73BK2-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-Q73BK2-F1-model_v4 Lactate utilization protein A	0.408	240	141	1	240	1	239	9.608E-26	1188
DESULFOASV1_24940-Fe-S-binding_protein	AF-B7JF51-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-B7JF51-F1-model_v4 Lactate utilization protein A 2	0.392	242	147	1	242	1	242	1.946E-25	1187
DESULFOASV1_24940-Fe-S-binding_protein	AF-A7GMJ2-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-A7GMJ2-F1-model_v4 Lactate utilization protein A	0.416	240	139	1	240	1	239	1.367E-25	1186
DESULFOASV1_24940-Fe-S-binding_protein	AF-Q5L300-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-Q5L300-F1-model_v4 Lactate utilization protein A	0.420	240	138	1	240	1	239	1.513E-25	1184
DESULFOASV1_24940-Fe-S-binding_protein	AF-Q81TG2-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-Q81TG2-F1-model_v4 Lactate utilization protein A 1	0.408	240	141	1	240	1	239	1.236E-25	1182
DESULFOASV1_24940-Fe-S-binding_protein	AF-Q63E67-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-Q63E67-F1-model_v4 Lactate utilization protein A 1	0.408	240	141	1	240	1	239	1.367E-25	1182
DESULFOASV1_24940-Fe-S-binding_protein	AF-B7IMD3-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-B7IMD3-F1-model_v4 Lactate utilization protein A	0.395	240	144	1	240	1	239	1.850E-25	1181
DESULFOASV1_24940-Fe-S-binding_protein	AF-B7HH58-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-B7HH58-F1-model_v4 Lactate utilization protein A	0.395	240	144	1	240	1	239	1.591E-25	1180
DESULFOASV1_24940-Fe-S-binding_protein	AF-Q6HLP2-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-Q6HLP2-F1-model_v4 Lactate utilization protein A	0.408	240	141	1	240	1	239	1.759E-25	1177
DESULFOASV1_24940-Fe-S-binding_protein	AF-B9IUP3-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-B9IUP3-F1-model_v4 Lactate utilization protein A 1	0.408	240	141	1	240	1	239	2.153E-25	1173
DESULFOASV1_24940-Fe-S-binding_protein	AF-C3P4C3-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-C3P4C3-F1-model_v4 Lactate utilization protein A 1	0.408	240	141	1	240	1	239	2.634E-25	1172
DESULFOASV1_24940-Fe-S-binding_protein	AF-A0RBC7-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-A0RBC7-F1-model_v4 Lactate utilization protein A	0.408	240	141	1	240	1	239	2.264E-25	1172
DESULFOASV1_24940-Fe-S-binding_protein	AF-Q81GA5-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-Q81GA5-F1-model_v4 Lactate utilization protein A	0.395	240	144	1	240	1	239	2.504E-25	1171
DESULFOASV1_24940-Fe-S-binding_protein	AF-B9IRL0-F1-model_v4	DESULFOASV1_24940-Fe-S-binding_protein	AF-B9IRL0-F1-model_v4 Lactate utilization protein A 2	0.392	242	147	1	242	1	242	4.360E-25	1171
