query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
DESULFOASV1_1699_hypothetical_protein	AF-P40139-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-P40139-F1-model_v4 Protein new-glue 2	0.133	90	71	1	90	1	83	3.467E+00	29
DESULFOASV1_1699_hypothetical_protein	AF-P42634-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-P42634-F1-model_v4 Prosialokinin	0.109	89	71	1	89	1	81	4.319E+00	23
DESULFOASV1_1699_hypothetical_protein	AF-P40268-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-P40268-F1-model_v4 Histone H1.C2	0.066	90	83	1	90	1	90	9.673E+00	23
DESULFOASV1_1699_hypothetical_protein	AF-P01352-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-P01352-F1-model_v4 Gastrin	0.181	75	57	1	75	1	71	7.764E+00	23
DESULFOASV1_1699_hypothetical_protein	AF-A6NKW6-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-A6NKW6-F1-model_v4 Protein shisa-like-2B	0.157	89	68	2	90	76	157	7.764E+00	23
DESULFOASV1_1699_hypothetical_protein	AF-C1DN28-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-C1DN28-F1-model_v4 Cell division protein ZipA	0.197	89	64	2	90	9	89	8.354E+00	23
DESULFOASV1_1699_hypothetical_protein	AF-A0A023PZ99-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-A0A023PZ99-F1-model_v4 Putative uncharacterized protein YDR008C	0.089	89	80	2	90	24	112	9.673E+00	22
DESULFOASV1_1699_hypothetical_protein	AF-P0DM64-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-P0DM64-F1-model_v4 Melanocortin-2 receptor accessory protein 2B	0.150	93	73	4	90	38	130	8.989E+00	22
DESULFOASV1_1699_hypothetical_protein	AF-D7PDD4-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-D7PDD4-F1-model_v4 Megakaryocyte and platelet inhibitory receptor G6b	0.175	94	73	2	90	145	238	7.764E+00	22
DESULFOASV1_1699_hypothetical_protein	AF-Q05740-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-Q05740-F1-model_v4 Protein TonB	0.140	100	76	2	90	19	118	7.764E+00	22
DESULFOASV1_1699_hypothetical_protein	AF-A4VKM9-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-A4VKM9-F1-model_v4 Cell division protein ZipA	0.217	89	64	2	90	9	91	7.215E+00	22
DESULFOASV1_1699_hypothetical_protein	AF-Q48KR3-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-Q48KR3-F1-model_v4 Cell division protein ZipA	0.202	89	68	2	90	9	94	9.673E+00	22
DESULFOASV1_1699_hypothetical_protein	AF-Q16655-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-Q16655-F1-model_v4 Melanoma antigen recognized by T-cells 1	0.193	86	69	2	87	33	118	7.215E+00	21
DESULFOASV1_1699_hypothetical_protein	AF-A1JKC3-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-A1JKC3-F1-model_v4 Acid shock protein	0.080	87	71	1	87	1	78	9.673E+00	19
DESULFOASV1_1699_hypothetical_protein	AF-D0NHA2-F1-model_v4	DESULFOASV1_1699_hypothetical_protein	AF-D0NHA2-F1-model_v4 U1 small nuclear ribonucleoprotein C	0.162	84	69	8	90	34	117	9.673E+00	17
