query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
DESULFOASV1_2597_hypothetical_protein	AF-P46804-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-P46804-F1-model_v4 Spidroin-2	0.198	99	77	1	97	481	579	2.954E+00	37
DESULFOASV1_2597_hypothetical_protein	AF-V6F2Z8-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-V6F2Z8-F1-model_v4 Magnetosome membrane protein 22	0.131	263	167	1	263	1	193	1.220E+00	36
DESULFOASV1_2597_hypothetical_protein	AF-A1L4X0-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-A1L4X0-F1-model_v4 Protein CLT2, chloroplastic	0.145	274	227	1	274	49	314	2.509E-01	33
DESULFOASV1_2597_hypothetical_protein	AF-Q5RA93-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q5RA93-F1-model_v4 Pre-mRNA-splicing factor CWC22 homolog	0.105	281	232	1	281	100	359	4.812E-01	30
DESULFOASV1_2597_hypothetical_protein	AF-Q5ZKA3-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q5ZKA3-F1-model_v4 Pre-mRNA-splicing factor CWC22 homolog	0.112	281	232	1	281	104	365	4.812E-01	30
DESULFOASV1_2597_hypothetical_protein	AF-A6H7A0-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-A6H7A0-F1-model_v4 CAAX prenyl protease 2	0.116	300	231	15	276	6	305	1.112E+00	29
DESULFOASV1_2597_hypothetical_protein	AF-Q9PJG1-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q9PJG1-F1-model_v4 Uncharacterized protein TC_0868	0.173	92	69	3	94	209	293	9.452E+00	29
DESULFOASV1_2597_hypothetical_protein	AF-Q058P6-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q058P6-F1-model_v4 Protein CLT1, chloroplastic	0.134	274	229	1	274	61	325	8.410E-01	29
DESULFOASV1_2597_hypothetical_protein	AF-Q9Z852-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q9Z852-F1-model_v4 Uncharacterized protein CPn_0499/CP_0255/CPj0499/CpB0519	0.140	285	238	1	278	23	307	1.013E+00	28
DESULFOASV1_2597_hypothetical_protein	AF-P16313-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-P16313-F1-model_v4 Nodulin-21	0.120	230	165	1	230	1	189	3.905E+00	27
DESULFOASV1_2597_hypothetical_protein	AF-Q9RSS1-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q9RSS1-F1-model_v4 Uncharacterized protein DR_2053	0.106	253	215	9	261	33	273	1.013E+00	27
DESULFOASV1_2597_hypothetical_protein	AF-Q6DDW4-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q6DDW4-F1-model_v4 Cleavage and polyadenylation specificity factor subunit 6	0.178	109	76	1	94	367	475	7.847E+00	27
DESULFOASV1_2597_hypothetical_protein	AF-Q9HFP8-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q9HFP8-F1-model_v4 Cell wall mannoprotein 1	0.128	232	153	19	250	2	178	1.470E+00	26
DESULFOASV1_2597_hypothetical_protein	AF-Q93YR2-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q93YR2-F1-model_v4 Probable sodium/metabolite cotransporter BASS1, chloroplastic	0.127	270	206	1	270	48	284	8.811E-01	26
DESULFOASV1_2597_hypothetical_protein	AF-Q52KN9-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q52KN9-F1-model_v4 Pre-mRNA-splicing factor CWC22 homolog	0.118	281	237	1	281	137	406	9.670E-01	26
DESULFOASV1_2597_hypothetical_protein	AF-B0BMW8-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-B0BMW8-F1-model_v4 CAAX prenyl protease 2	0.116	303	235	15	281	6	308	2.954E+00	24
DESULFOASV1_2597_hypothetical_protein	AF-O80842-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-O80842-F1-model_v4 Cell division protein FtsY homolog, chloroplastic	0.152	131	81	1	97	1	131	5.666E+00	24
DESULFOASV1_2597_hypothetical_protein	AF-Q9NWF4-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q9NWF4-F1-model_v4 Solute carrier family 52, riboflavin transporter, member 1	0.164	235	165	1	235	228	425	1.690E+00	24
DESULFOASV1_2597_hypothetical_protein	AF-A0A396GMX6-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-A0A396GMX6-F1-model_v4 DELLA protein 2	0.099	156	129	1	156	117	260	5.935E+00	24
DESULFOASV1_2597_hypothetical_protein	AF-P48874-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-P48874-F1-model_v4 Cytochrome c oxidase subunit 3	0.098	210	118	41	250	134	265	6.514E+00	23
DESULFOASV1_2597_hypothetical_protein	AF-Q6ICL7-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q6ICL7-F1-model_v4 Solute carrier family 35 member E4	0.133	281	215	1	281	7	255	2.133E+00	23
DESULFOASV1_2597_hypothetical_protein	AF-Q95247-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q95247-F1-model_v4 Mu-type opioid receptor	0.110	317	230	1	259	32	348	3.242E+00	23
DESULFOASV1_2597_hypothetical_protein	AF-Q2VPD4-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q2VPD4-F1-model_v4 Aryl hydrocarbon receptor nuclear translocator-like protein 2	0.176	112	86	1	105	8	119	9.452E+00	23
DESULFOASV1_2597_hypothetical_protein	AF-P59960-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-P59960-F1-model_v4 Protein DipZ	0.115	289	246	1	279	69	357	1.943E+00	23
DESULFOASV1_2597_hypothetical_protein	AF-Q95LD9-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q95LD9-F1-model_v4 Aryl hydrocarbon receptor	0.154	105	83	1	105	1	99	9.452E+00	23
DESULFOASV1_2597_hypothetical_protein	AF-Q08C72-F1-model_v4	DESULFOASV1_2597_hypothetical_protein	AF-Q08C72-F1-model_v4 Pre-mRNA-splicing factor CWC22 homolog	0.112	283	249	1	281	171	453	1.855E+00	23
