query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9NKW1-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9NKW1-F1-model_v4 Peroxisomal multifunctional enzyme A	0.253	83	58	53	131	355	437	2.436E-06	234
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q6P5L8-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q6P5L8-F1-model_v4 Hydroxysteroid dehydrogenase-like protein 2	0.177	144	110	2	136	271	414	4.302E-07	219
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q6PAY8-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q6PAY8-F1-model_v4 Hydroxysteroid dehydrogenase-like protein 2	0.208	136	92	1	136	300	416	2.788E-07	219
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q66KC4-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q66KC4-F1-model_v4 Hydroxysteroid dehydrogenase-like protein 2	0.227	146	104	2	136	271	416	4.576E-07	213
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P0ADP8-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P0ADP8-F1-model_v4 Ubiquinone biosynthesis accessory factor UbiJ	0.179	103	83	33	134	14	116	2.757E-06	211
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P0ADP7-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P0ADP7-F1-model_v4 Ubiquinone biosynthesis accessory factor UbiJ	0.180	102	82	33	133	14	115	2.757E-06	211
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q5RA68-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q5RA68-F1-model_v4 Hydroxysteroid dehydrogenase-like protein 2	0.227	128	83	9	136	309	417	1.411E-07	209
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-A4FUZ6-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-A4FUZ6-F1-model_v4 Hydroxysteroid dehydrogenase-like protein 2	0.207	136	92	1	136	301	417	1.035E-07	206
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q2TPA8-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q2TPA8-F1-model_v4 Hydroxysteroid dehydrogenase-like protein 2	0.214	136	92	1	136	372	489	1.247E-07	205
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9UBI4-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9UBI4-F1-model_v4 Stomatin-like protein 1	0.232	107	81	27	133	291	397	7.902E-06	203
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q23655-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q23655-F1-model_v4 Non-specific lipid-transfer protein-like 1	0.188	103	82	30	131	8	110	2.152E-06	201
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9L6M5-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9L6M5-F1-model_v4 Ubiquinone biosynthesis accessory factor UbiJ	0.141	103	87	33	134	14	116	6.981E-06	201
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9UJQ7-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9UJQ7-F1-model_v4 SCP2 sterol-binding domain-containing protein 1	0.135	135	108	1	135	30	155	9.622E-07	200
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P22009-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P22009-F1-model_v4 Oleate-induced peroxisomal protein POX18	0.133	105	86	34	133	17	121	6.168E-06	197
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q4V8F9-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q4V8F9-F1-model_v4 Hydroxysteroid dehydrogenase-like protein 2	0.201	135	93	1	135	406	522	2.621E-07	197
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q00680-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q00680-F1-model_v4 Oleate-induced peroxisomal protein POX18	0.128	109	90	30	133	13	121	9.515E-06	196
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q6YN16-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q6YN16-F1-model_v4 Hydroxysteroid dehydrogenase-like protein 2	0.213	132	88	5	136	305	417	3.801E-07	196
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P32717-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P32717-F1-model_v4 Putative alkyl/aryl-sulfatase YjcS	0.123	81	70	45	125	563	643	9.409E-05	190
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q08347-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q08347-F1-model_v4 Alkyl/aryl-sulfatase BDS1	0.157	88	72	45	132	543	628	1.380E-05	186
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P97852-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P97852-F1-model_v4 Peroxisomal multifunctional enzyme type 2	0.216	103	78	30	130	627	729	1.661E-05	183
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P80547-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P80547-F1-model_v4 Fatty acid-binding protein	0.208	113	82	33	136	16	128	5.122E-06	181
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P64599-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P64599-F1-model_v4 Ubiquinone biosynthesis accessory factor UbiT	0.216	105	78	27	131	33	133	2.264E-05	181
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q2TBS3-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q2TBS3-F1-model_v4 SCP2 sterol-binding domain-containing protein 1	0.142	135	103	1	135	35	155	9.622E-07	180
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P64601-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P64601-F1-model_v4 Ubiquinone biosynthesis accessory factor UbiT	0.216	105	78	27	131	33	133	3.283E-05	177
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P64600-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P64600-F1-model_v4 Ubiquinone biosynthesis accessory factor UbiT	0.214	111	83	27	137	33	139	4.761E-05	173
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9FMN0-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9FMN0-F1-model_v4 Sterol carrier protein 2	0.205	130	91	1	130	1	116	3.121E-06	171
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P22307-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P22307-F1-model_v4 Sterol carrier protein 2	0.187	123	85	8	130	435	539	6.168E-06	165
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q07598-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q07598-F1-model_v4 Sterol carrier protein 2	0.181	122	88	9	130	432	539	6.562E-06	164
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P51660-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P51660-F1-model_v4 Peroxisomal multifunctional enzyme type 2	0.181	122	84	10	131	627	730	1.880E-05	160
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q8CI66-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q8CI66-F1-model_v4 Stomatin-like protein 1	0.172	133	96	1	133	282	398	7.427E-06	154
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-O32170-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-O32170-F1-model_v4 SCP2 domain-containing protein YusD	0.171	103	78	40	134	3	105	3.716E-05	153
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-O62742-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-O62742-F1-model_v4 Sterol carrier protein 2	0.196	122	86	9	130	432	539	5.449E-06	153
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P51659-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P51659-F1-model_v4 Peroxisomal multifunctional enzyme type 2	0.176	129	94	3	131	617	731	8.406E-06	149
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P32020-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P32020-F1-model_v4 Sterol carrier protein 2	0.186	130	94	1	130	424	539	2.152E-06	146
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9DAH1-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9DAH1-F1-model_v4 SCP2 sterol-binding domain-containing protein 1	0.174	126	96	13	138	39	155	2.727E-05	143
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P07857-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P07857-F1-model_v4 Sterol carrier protein 2	0.190	127	91	4	130	423	535	8.944E-06	137
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P11915-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P11915-F1-model_v4 Sterol carrier protein 2	0.173	123	86	8	130	435	539	1.297E-05	137
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P9WFK7-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P9WFK7-F1-model_v4 N-acetyltransferase Eis	0.153	77	58	51	127	317	385	1.419E-02	82
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-A1KLA8-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-A1KLA8-F1-model_v4 N-acetyltransferase Eis	0.153	77	58	51	127	317	385	1.818E-02	80
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P9WFK6-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P9WFK6-F1-model_v4 N-acetyltransferase Eis	0.153	77	58	51	127	317	385	1.709E-02	80
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9AJU2-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9AJU2-F1-model_v4 8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase	0.102	145	119	5	137	1	145	1.334E-02	79
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-C1AQY1-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-C1AQY1-F1-model_v4 N-acetyltransferase Eis	0.153	77	58	51	127	317	385	1.934E-02	79
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9K4F4-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9K4F4-F1-model_v4 Uncharacterized N-acetyltransferase SCO4186	0.129	74	64	52	125	329	402	8.551E-02	70
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P9WM90-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P9WM90-F1-model_v4 Uncharacterized protein MT0041	0.097	103	77	27	129	160	245	4.603E-02	69
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P9WM91-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P9WM91-F1-model_v4 Uncharacterized protein Rv0036c	0.120	75	51	55	129	187	245	5.543E-02	68
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q82CC3-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q82CC3-F1-model_v4 Uncharacterized N-acetyltransferase SAV_5428	0.178	69	55	52	119	319	387	7.555E-02	68
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P64676-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-P64676-F1-model_v4 Uncharacterized protein Mb0037c	0.097	103	77	27	129	160	245	5.897E-02	67
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9AJU1-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q9AJU1-F1-model_v4 8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)-tetracenomycin-C 3'-O-methyltransferase	0.154	68	56	52	119	60	126	8.038E-02	59
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-O19074-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-O19074-F1-model_v4 Cytidine monophosphate-N-acetylneuraminic acid hydroxylase	0.072	94	74	36	116	308	401	4.279E-01	46
LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q6GML1-F1-model_v4	LOKIASV2_0494_ESMFold_hypothetical_protein	AF-Q6GML1-F1-model_v4 Cytidine monophosphate-N-acetylneuraminic acid hydroxylase	0.068	104	95	14	116	440	543	2.303E-01	46
