LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q57696-F1-model_v4	AF-Q57696-F1-model_v4 Chorismate mutase	1.962E-05	1.000	245	2	90	91	4	92	99	89	0.978	0.899
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-P0A9J8-F1-model_v4	AF-P0A9J8-F1-model_v4 Bifunctional chorismate mutase/prephenate dehydratase	3.285E-03	1.000	164	3	88	91	7	92	386	86	0.945	0.223
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-A0A0H3GTV9-F1-model_v4	AF-A0A0H3GTV9-F1-model_v4 Bifunctional chorismate mutase/prephenate dehydratase	3.285E-03	1.000	163	3	84	91	7	88	386	82	0.901	0.212
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-A0A0H3GRW1-F1-model_v4	AF-A0A0H3GRW1-F1-model_v4 T-protein	4.561E-03	1.000	157	2	80	91	4	82	373	79	0.868	0.212
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-P07023-F1-model_v4	AF-P07023-F1-model_v4 T-protein	5.930E-03	1.000	154	2	80	91	4	82	373	79	0.868	0.212
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q8DPG5-F1-model_v4	AF-Q8DPG5-F1-model_v4 Strong similarity to chorismate mutase prephenate dehydratase	3.508E-03	1.000	152	1	86	91	1	85	88	86	0.945	0.966
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-P43900-F1-model_v4	AF-P43900-F1-model_v4 Bifunctional chorismate mutase/prephenate dehydratase	6.762E-03	1.000	152	1	88	91	3	92	385	90	0.967	0.234
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q8ZMW7-F1-model_v4	AF-Q8ZMW7-F1-model_v4 Bifunctional chorismate mutase/prephenate dehydratase	7.711E-03	1.000	151	3	84	91	7	88	386	82	0.901	0.212
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q7CPZ8-F1-model_v4	AF-Q7CPZ8-F1-model_v4 T-protein	8.234E-03	1.000	149	2	80	91	4	82	373	79	0.868	0.212
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q32CZ6-F1-model_v4	AF-Q32CZ6-F1-model_v4 T-protein	8.793E-03	1.000	148	2	80	91	4	82	373	79	0.868	0.212
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-P43902-F1-model_v4	AF-P43902-F1-model_v4 T-protein	1.003E-02	1.000	145	3	80	91	7	84	377	78	0.857	0.207
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q2G248-F1-model_v4	AF-Q2G248-F1-model_v4 Chorismate mutase domain-containing protein	7.711E-03	1.000	142	2	84	91	4	85	363	83	0.912	0.226
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q32CZ5-F1-model_v4	AF-Q32CZ5-F1-model_v4 Bifunctional chorismate mutase/prephenate dehydratase	1.392E-02	1.000	141	3	84	91	7	88	386	82	0.901	0.212
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q0PBJ3-F1-model_v4	AF-Q0PBJ3-F1-model_v4 Bifunctional chorismate mutase/prephenate dehydratase	1.143E-02	1.000	134	3	84	91	4	84	357	82	0.901	0.227
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-A0A132P585-F1-model_v4	AF-A0A132P585-F1-model_v4 Acetyltransferase	1.588E-02	1.000	126	3	87	91	194	277	280	89	0.934	0.300
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-X8F6X7-F1-model_v4	AF-X8F6X7-F1-model_v4 Chorismate mutase	5.901E-02	1.000	122	18	90	91	13	85	169	73	0.802	0.432
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-P9WIB9-F1-model_v4	AF-P9WIB9-F1-model_v4 Secreted chorismate mutase	5.901E-02	1.000	122	18	90	91	43	115	199	73	0.802	0.367
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-O25064-F1-model_v4	AF-O25064-F1-model_v4 Chorismate mutase	1.695E-02	1.000	121	3	90	91	9	93	96	90	0.967	0.885
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q9HU05-F1-model_v4	AF-Q9HU05-F1-model_v4 Monofunctional chorismate mutase	7.185E-02	1.000	114	16	89	91	32	105	185	74	0.813	0.400
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-Q51507-F1-model_v4	AF-Q51507-F1-model_v4 Isochorismate pyruvate lyase	7.185E-02	1.000	112	6	87	91	13	93	101	82	0.901	0.802
LOKIASV2_1529_ESMFold_hypothetical_protein	AF-H9L410-F1-model_v4	AF-H9L410-F1-model_v4 Chorismate mutase	5.149E-01	0.997	92	21	90	91	35	104	181	70	0.769	0.387
