query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9HJM2-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9HJM2-F1-model_v4 Transcription initiation factor IIB 2	0.229	293	211	56	330	10	302	7.443E-15	556
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A8AC96-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A8AC96-F1-model_v4 Transcription initiation factor IIB	0.226	298	216	48	327	2	299	7.443E-15	549
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q979P7-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q979P7-F1-model_v4 Transcription initiation factor IIB 2	0.227	300	216	50	330	9	308	1.321E-14	540
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9V0V5-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9V0V5-F1-model_v4 Transcription initiation factor IIB	0.222	288	212	52	325	2	289	1.040E-14	537
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-O26971-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-O26971-F1-model_v4 Transcription initiation factor IIB	0.216	304	224	47	333	5	308	2.032E-14	535
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A8MCX6-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A8MCX6-F1-model_v4 Transcription initiation factor IIB	0.238	285	207	55	327	43	327	8.190E-15	534
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-P61998-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-P61998-F1-model_v4 Transcription initiation factor IIB	0.225	288	212	52	325	2	289	1.600E-14	529
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-B1YCX0-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-B1YCX0-F1-model_v4 Transcription initiation factor IIB	0.215	293	216	55	330	35	327	2.840E-14	523
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9HSF7-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9HSF7-F1-model_v4 Transcription initiation factor IIB 7	0.226	303	218	51	333	21	323	3.439E-14	522
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q8TT29-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q8TT29-F1-model_v4 Transcription initiation factor IIB	0.234	303	218	43	327	27	329	3.278E-14	521
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A5UKA1-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A5UKA1-F1-model_v4 Transcription initiation factor IIB	0.222	297	216	50	327	6	302	6.404E-14	519
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q2NEL6-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q2NEL6-F1-model_v4 Transcription initiation factor IIB	0.213	301	222	45	327	3	303	6.717E-14	519
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-O28970-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-O28970-F1-model_v4 Transcription initiation factor IIB	0.229	301	219	43	327	18	318	8.134E-14	517
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A6UW60-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A6UW60-F1-model_v4 Transcription initiation factor IIB	0.205	303	226	43	327	24	326	8.532E-14	516
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9HJM7-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9HJM7-F1-model_v4 Transcription initiation factor IIB 1	0.221	305	228	37	330	3	307	1.251E-13	515
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A1RV37-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-A1RV37-F1-model_v4 Transcription initiation factor IIB	0.220	294	217	55	333	35	328	2.581E-14	513
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-P0CW14-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-P0CW14-F1-model_v4 Transcription initiation factor IIB	0.234	300	218	43	327	30	329	6.717E-14	513
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9YGA5-F1-model_v4	LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB	AF-Q9YGA5-F1-model_v4 Transcription initiation factor IIB 2	0.208	323	244	18	326	1	323	1.600E-14	511
