query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0781_ESMFold_hypothetical_protein	3nkv-assembly2.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	3nkv-assembly2.cif.gz_B Crystal structure of Rab1b covalently modified with AMP at Y77	0.273	178	121	2	179	1	168	1.061E-13	418
LOKIASV2_0781_ESMFold_hypothetical_protein	6vij-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	6vij-assembly1.cif.gz_A Crystal structure of mouse RABL3 in complex with GDP	0.215	181	132	7	175	2	182	1.061E-13	402
LOKIASV2_0781_ESMFold_hypothetical_protein	4fmb-assembly1.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	4fmb-assembly1.cif.gz_B VirA-Rab1 complex structure	0.281	175	119	5	179	5	170	1.552E-13	395
LOKIASV2_0781_ESMFold_hypothetical_protein	2g77-assembly1.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	2g77-assembly1.cif.gz_B Crystal Structure of Gyp1 TBC domain in complex with Rab33 GTPase bound to GDP and AlF3	0.250	176	128	3	178	1	172	2.419E-13	393
LOKIASV2_0781_ESMFold_hypothetical_protein	6stg-assembly2.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	6stg-assembly2.cif.gz_B Human Rab8a phosphorylated at Ser111 in complex with GPPNP	0.244	176	126	4	179	1	168	4.279E-13	392
LOKIASV2_0781_ESMFold_hypothetical_protein	8a4b-assembly2.cif.gz_D	LOKIASV2_0781_ESMFold_hypothetical_protein	8a4b-assembly2.cif.gz_D Structure of human Rep15:Rab3B_Q81L complex.	0.189	173	135	3	175	1	167	2.689E-12	390
LOKIASV2_0781_ESMFold_hypothetical_protein	5szk-assembly1.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	5szk-assembly1.cif.gz_B Structure of human N-terminally engineered Rab1b in complex with the bMERB domain of Mical-cL	0.272	179	124	1	179	1	172	6.259E-13	390
LOKIASV2_0781_ESMFold_hypothetical_protein	1g17-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	1g17-assembly1.cif.gz_A CRYSTAL STRUCTURE OF SEC4-GUANOSINE-5'-(BETA,GAMMA)-IMIDOTRIPHOSPHATE	0.314	173	113	6	178	2	167	5.875E-13	389
LOKIASV2_0781_ESMFold_hypothetical_protein	4gzm-assembly2.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	4gzm-assembly2.cif.gz_B Crystal structure of RAC1 F28L mutant	0.187	172	134	8	173	2	173	8.066E-13	388
LOKIASV2_0781_ESMFold_hypothetical_protein	6if3-assembly1.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	6if3-assembly1.cif.gz_B Complex structure of Rab35 and its effector ACAP2	0.245	174	125	6	179	7	173	1.427E-12	388
LOKIASV2_0781_ESMFold_hypothetical_protein	4phg-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	4phg-assembly1.cif.gz_A Crystal structure of Ypt7 covalently modified with GTP	0.277	175	125	4	177	1	175	1.839E-12	387
LOKIASV2_0781_ESMFold_hypothetical_protein	7y4a-assembly4.cif.gz_G	LOKIASV2_0781_ESMFold_hypothetical_protein	7y4a-assembly4.cif.gz_G Crystal structure of human ELMO1 RBD-RhoG complex	0.198	176	136	5	174	2	177	1.339E-12	385
LOKIASV2_0781_ESMFold_hypothetical_protein	3rab-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	3rab-assembly1.cif.gz_A GPPNHP-BOUND RAB3A AT 2.0 A RESOLUTION	0.216	174	131	2	175	1	168	1.520E-12	384
LOKIASV2_0781_ESMFold_hypothetical_protein	3law-assembly5.cif.gz_E	LOKIASV2_0781_ESMFold_hypothetical_protein	3law-assembly5.cif.gz_E Structure of GTP-bound L129F mutant Rab7	0.236	176	132	4	179	1	174	1.107E-12	383
LOKIASV2_0781_ESMFold_hypothetical_protein	7jig-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	7jig-assembly1.cif.gz_A HRAS A59T GppNHp crystal 2	0.174	171	135	5	175	2	165	2.524E-12	382
LOKIASV2_0781_ESMFold_hypothetical_protein	1z0k-assembly2.cif.gz_C	LOKIASV2_0781_ESMFold_hypothetical_protein	1z0k-assembly2.cif.gz_C Structure of GTP-Bound Rab4Q67L GTPase in complex with the central Rab binding domain of Rabenosyn-5	0.212	173	131	3	175	1	167	6.130E-12	382
LOKIASV2_0781_ESMFold_hypothetical_protein	1tx4-assembly1.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	1tx4-assembly1.cif.gz_B RHO/RHOGAP/GDP(DOT)ALF4 COMPLEX	0.223	172	131	5	173	2	173	6.669E-13	382
LOKIASV2_0781_ESMFold_hypothetical_protein	2zet-assembly2.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	2zet-assembly2.cif.gz_B Crystal structure of the small GTPase Rab27B complexed with the Slp homology domain of Slac2-a/melanophilin	0.222	179	132	4	182	3	173	2.746E-13	382
LOKIASV2_0781_ESMFold_hypothetical_protein	6vii-assembly3.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	6vii-assembly3.cif.gz_A Crystal structure of mouse RABL3 in complex with GTPgammaS	0.212	180	136	2	175	1	180	4.559E-13	382
LOKIASV2_0781_ESMFold_hypothetical_protein	5c2k-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	5c2k-assembly1.cif.gz_A Crystal structure of the fusion protein linked by RhoA and the GAP domain of MgcRacGAP	0.221	180	135	3	176	1	180	1.039E-12	382
LOKIASV2_0781_ESMFold_hypothetical_protein	5vcu-assembly2.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	5vcu-assembly2.cif.gz_B Crystal structure of ras-related c3 botulinum toxin substrate 1 isoform x2 from Naegleria fowleri in complex with GDP	0.219	183	137	3	179	1	183	1.839E-12	381
LOKIASV2_0781_ESMFold_hypothetical_protein	4kyi-assembly1.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	4kyi-assembly1.cif.gz_B Crystal structure of the phospholipase VipD from Legionella pneumophila in complex with the human GTPase Rab5	0.229	168	124	5	172	2	163	3.053E-12	380
LOKIASV2_0781_ESMFold_hypothetical_protein	1s8f-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	1s8f-assembly1.cif.gz_A Crystal structure of Rab9 complexed to GDP reveals a dimer with an active conformation of switch II	0.244	169	124	6	174	3	167	2.865E-12	380
LOKIASV2_0781_ESMFold_hypothetical_protein	3bc1-assembly2.cif.gz_E	LOKIASV2_0781_ESMFold_hypothetical_protein	3bc1-assembly2.cif.gz_E Crystal Structure of the complex Rab27a-Slp2a	0.231	178	131	4	181	4	174	2.689E-12	378
LOKIASV2_0781_ESMFold_hypothetical_protein	6rir-assembly1.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	6rir-assembly1.cif.gz_B Crystal structure of phosphorylated Rab8a in complex with the Rab-binding domain of RILPL2	0.247	179	127	4	182	5	174	9.156E-13	377
LOKIASV2_0781_ESMFold_hypothetical_protein	7opq-assembly1.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	7opq-assembly1.cif.gz_B Rab27a fusion with Slp2a-RBDa1 effector covalent adduct with CA1 in C188	0.238	179	132	4	182	30	203	9.156E-13	377
LOKIASV2_0781_ESMFold_hypothetical_protein	7xqv-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	7xqv-assembly1.cif.gz_A The complex of nanobody Rh57 binding to GTP-bound RhoA active form	0.208	170	127	5	174	2	162	9.554E-12	376
LOKIASV2_0781_ESMFold_hypothetical_protein	2y8e-assembly2.cif.gz_B	LOKIASV2_0781_ESMFold_hypothetical_protein	2y8e-assembly2.cif.gz_B Crystal structure of D. melanogaster Rab6 GTPase bound to GMPPNP	0.209	171	130	1	171	1	165	8.416E-12	376
LOKIASV2_0781_ESMFold_hypothetical_protein	1zbd-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	1zbd-assembly1.cif.gz_A STRUCTURAL BASIS OF RAB EFFECTOR SPECIFICITY: CRYSTAL STRUCTURE OF THE SMALL G PROTEIN RAB3A COMPLEXED WITH THE EFFECTOR DOMAIN OF RABPHILIN-3A	0.206	183	137	1	183	2	175	1.520E-12	376
LOKIASV2_0781_ESMFold_hypothetical_protein	1zw6-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	1zw6-assembly1.cif.gz_A Crystal Structure of the GTP-bound form of RasQ61G	0.180	171	134	5	175	2	165	5.754E-12	374
LOKIASV2_0781_ESMFold_hypothetical_protein	1jah-assembly1.cif.gz_A-2	LOKIASV2_0781_ESMFold_hypothetical_protein	1jah-assembly1.cif.gz_A-2 H-RAS P21 PROTEIN MUTANT G12P, COMPLEXED WITH GUANOSINE-5'-[BETA,GAMMA-METHYLENE] TRIPHOSPHATE AND MAGNESIUM	0.180	171	134	5	175	2	165	7.414E-12	373
LOKIASV2_0781_ESMFold_hypothetical_protein	5uhv-assembly1.cif.gz_A	LOKIASV2_0781_ESMFold_hypothetical_protein	5uhv-assembly1.cif.gz_A wild-type NRas bound to GppNHp	0.214	171	128	5	175	2	165	3.053E-12	373
