query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7pzy-assembly1.cif.gz_s	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7pzy-assembly1.cif.gz_s Structure of the vacant Candida albicans 80S ribosome	0.404	168	99	13	180	6	172	7.167E-22	734
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	6zu5-assembly1.cif.gz_LJ0	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	6zu5-assembly1.cif.gz_LJ0 Structure of the Paranosema locustae ribosome in complex with Lso2	0.377	167	103	13	179	2	167	6.298E-22	732
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8b2l-assembly1.cif.gz_t3	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8b2l-assembly1.cif.gz_t3 Cryo-EM structure of the plant 80S ribosome	0.412	172	100	10	181	2	172	6.719E-22	724
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7oyc-assembly1.cif.gz_J1	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7oyc-assembly1.cif.gz_J1 Cryo-EM structure of the Xenopus egg 80S ribosome	0.395	167	100	13	179	1	166	5.673E-21	698
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7r81-assembly1.cif.gz_M1	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7r81-assembly1.cif.gz_M1 Structure of the translating Neurospora crassa ribosome arrested by cycloheximide	0.361	166	105	14	179	1	165	2.509E-20	678
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7qiz-assembly1.cif.gz_M	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7qiz-assembly1.cif.gz_M Specific features and methylation sites of a plant 80S ribosome	0.376	170	99	12	181	2	160	9.515E-21	673
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8eui-assembly1.cif.gz_J	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8eui-assembly1.cif.gz_J Ytm1 associated nascent 60S ribosome (-fkbp39) State 3	0.383	167	102	13	179	3	168	3.250E-20	666
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7oyb-assembly1.cif.gz_J1	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7oyb-assembly1.cif.gz_J1 Cryo-EM structure of the 6 hpf zebrafish embryo 80S ribosome	0.389	167	101	13	179	1	166	7.060E-20	664
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	5t2a-assembly1.cif.gz_K	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	5t2a-assembly1.cif.gz_K CryoEM structure of the Leishmania donovani 80S ribosome at 2.9 Angstrom resolution	0.415	166	95	14	179	3	166	1.184E-19	649
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	3j92-assembly1.cif.gz_J	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	3j92-assembly1.cif.gz_J Structure and assembly pathway of the ribosome quality control complex	0.389	167	101	13	179	2	167	2.119E-19	647
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	6zj3-assembly1.cif.gz_LS	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	6zj3-assembly1.cif.gz_LS Cryo-EM structure of the highly atypical cytoplasmic ribosome of Euglena gracilis	0.357	179	114	2	180	1	178	6.618E-20	644
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7qep-assembly1.cif.gz_M1	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7qep-assembly1.cif.gz_M1 Cryo-EM structure of the ribosome from Encephalitozoon cuniculi	0.377	167	103	13	179	1	166	5.815E-20	642
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	4xxb-assembly1.cif.gz_A	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	4xxb-assembly1.cif.gz_A Crystal structure of human MDM2-RPL11	0.374	163	91	17	179	2	148	3.554E-19	636
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	6y2l-assembly1.cif.gz_LJ	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	6y2l-assembly1.cif.gz_LJ Structure of human ribosome in POST state	0.389	167	101	13	179	1	166	2.744E-19	635
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8p5d-assembly1.cif.gz_LJ0	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8p5d-assembly1.cif.gz_LJ0 Spraguea lophii ribosome in the closed conformation by cryo sub tomogram averaging	0.389	167	100	13	179	2	166	4.490E-20	632
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7z3n-assembly1.cif.gz_LJ	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	7z3n-assembly1.cif.gz_LJ Cryo-EM structure of the ribosome-associated RAC complex on the 80S ribosome - RAC-1 conformation	0.383	167	102	13	179	2	167	5.110E-20	623
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8bsi-assembly1.cif.gz_LL	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8bsi-assembly1.cif.gz_LL Giardia ribosome chimeric hybrid-like GDP+Pi bound state (B1)	0.396	164	97	13	176	1	162	1.295E-18	615
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	4v8p-assembly2.cif.gz_CD	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	4v8p-assembly2.cif.gz_CD T.thermophila 60S ribosomal subunit in complex with initiation factor 6.	0.365	167	105	13	179	4	169	2.036E-18	609
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	5xxb-assembly1.cif.gz_J	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	5xxb-assembly1.cif.gz_J Large subunit of Toxoplasma gondii ribosome	0.404	163	96	14	176	3	164	7.236E-19	605
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	6uz7-assembly1.cif.gz_AJ	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	6uz7-assembly1.cif.gz_AJ K.lactis 80S ribosome with p/PE tRNA and eIF5B	0.404	168	99	13	180	2	168	9.372E-19	599
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8ova-assembly1.cif.gz_BL	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	8ova-assembly1.cif.gz_BL CRYO-EM STRUCTURE OF TRYPANOSOMA BRUCEI PROCYCLIC FORM 80S RIBOSOME : PARENTAL STRAIN	0.407	167	98	13	179	1	166	2.172E-18	597
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	5xy3-assembly1.cif.gz_J	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	5xy3-assembly1.cif.gz_J Large subunit of Trichomonas vaginalis ribosome	0.339	162	106	15	176	2	162	2.637E-18	589
LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	4v9f-assembly1.cif.gz_D	LOKIASV2_0535_ESMFold_50S_ribosomal_protein_L5	4v9f-assembly1.cif.gz_D The re-refined crystal structure of the Haloarcula marismortui large ribosomal subunit at 2.4 Angstrom resolution: more complete structure of the L7/L12 and L1 stalk, L5 and LX proteins	0.400	165	97	13	177	3	165	6.518E-18	588
