query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-A7EWN6-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-A7EWN6-F1-model_v4 Eukaryotic translation initiation factor 3 subunit G	0.200	60	44	63	122	7	62	6.970E-01	46
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q299P8-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q299P8-F1-model_v4 Kinetochore protein Spc25	0.166	36	28	86	121	132	166	1.015E+00	45
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q5RA23-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q5RA23-F1-model_v4 Nuclear transcription factor Y subunit gamma	0.083	24	21	94	117	222	245	3.547E+00	42
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-B4G5J0-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-B4G5J0-F1-model_v4 Kinetochore protein Spc25	0.146	41	33	81	121	127	166	1.572E+00	41
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q59ZV5-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q59ZV5-F1-model_v4 Eukaryotic translation initiation factor 3 subunit G	0.169	56	45	75	130	11	65	7.899E-01	38
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q6MFP4-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q6MFP4-F1-model_v4 Eukaryotic translation initiation factor 3 subunit G	0.220	57	38	62	118	10	59	1.477E+00	37
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-A5E1Z4-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-A5E1Z4-F1-model_v4 Eukaryotic translation initiation factor 3 subunit G	0.106	72	55	74	145	9	71	5.097E-01	36
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-A7SKE9-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-A7SKE9-F1-model_v4 Eukaryotic translation initiation factor 3 subunit G	0.204	49	37	70	118	18	65	1.782E+00	36
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-P61168-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-P61168-F1-model_v4 D(2) dopamine receptor	0.184	38	29	79	116	324	360	1.897E+00	35
LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q7QJV0-F1-model_v4	LOKIASV2_3827_ESMFold_hypothetical_protein	AF-Q7QJV0-F1-model_v4 Eukaryotic translation initiation factor 3 subunit G	0.129	53	42	68	120	11	59	4.851E+00	32
