query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_2394_ESMFold_hypothetical_protein	3g7l-assembly1.cif.gz_A	LOKIASV2_2394_ESMFold_hypothetical_protein	3g7l-assembly1.cif.gz_A Chromodomain of Chp1 in complex with Histone H3K9me3 peptide	0.130	66	45	74	139	2	54	1.369E+00	34
LOKIASV2_2394_ESMFold_hypothetical_protein	6j7m-assembly2.cif.gz_N	LOKIASV2_2394_ESMFold_hypothetical_protein	6j7m-assembly2.cif.gz_N Complex structure of the Pseudomonas aeruginosa rhamnosyltransferase EarP with the acceptor elongation factor EF-P	0.081	37	33	76	112	21	57	8.354E+00	32
LOKIASV2_2394_ESMFold_hypothetical_protein	6j7m-assembly1.cif.gz_M	LOKIASV2_2394_ESMFold_hypothetical_protein	6j7m-assembly1.cif.gz_M Complex structure of the Pseudomonas aeruginosa rhamnosyltransferase EarP with the acceptor elongation factor EF-P	0.081	37	33	76	112	21	57	9.951E+00	30
LOKIASV2_2394_ESMFold_hypothetical_protein	3ob9-assembly4.cif.gz_D	LOKIASV2_2394_ESMFold_hypothetical_protein	3ob9-assembly4.cif.gz_D Structure of the human MSL3 chromo-barrel domain at 2.5 Angstrom resolution	0.225	40	30	75	114	33	72	4.941E+00	29
LOKIASV2_2394_ESMFold_hypothetical_protein	3a5z-assembly2.cif.gz_F	LOKIASV2_2394_ESMFold_hypothetical_protein	3a5z-assembly2.cif.gz_F Crystal structure of Escherichia coli GenX in complex with elongation factor P	0.135	37	29	76	112	22	56	9.951E+00	28
LOKIASV2_2394_ESMFold_hypothetical_protein	5wxk-assembly1.cif.gz_B	LOKIASV2_2394_ESMFold_hypothetical_protein	5wxk-assembly1.cif.gz_B EarP bound with domain I of EF-P	0.108	37	30	76	112	22	56	9.387E+00	28
LOKIASV2_2394_ESMFold_hypothetical_protein	3lgj-assembly1.cif.gz_A	LOKIASV2_2394_ESMFold_hypothetical_protein	3lgj-assembly1.cif.gz_A Crystal structure of single-stranded binding protein (ssb) from Bartonella henselae	0.150	40	32	81	119	17	56	8.855E+00	28
LOKIASV2_2394_ESMFold_hypothetical_protein	4orx-assembly3.cif.gz_A	LOKIASV2_2394_ESMFold_hypothetical_protein	4orx-assembly3.cif.gz_A Three-dimensional structure of the C65A-K59A double mutant of Human lipocalin-type Prostaglandin D Synthase holo-form	0.193	31	23	81	111	39	67	9.387E+00	28
LOKIASV2_2394_ESMFold_hypothetical_protein	3o7x-assembly3.cif.gz_D-3	LOKIASV2_2394_ESMFold_hypothetical_protein	3o7x-assembly3.cif.gz_D-3 Crystal structure of human Hili PAZ domain	0.218	32	24	83	114	75	106	4.397E+00	26
LOKIASV2_2394_ESMFold_hypothetical_protein	1pdy-assembly1.cif.gz_A	LOKIASV2_2394_ESMFold_hypothetical_protein	1pdy-assembly1.cif.gz_A X-RAY STRUCTURE AND CATALYTIC MECHANISM OF LOBSTER ENOLASE	0.108	37	29	75	111	1	33	5.238E+00	26
LOKIASV2_2394_ESMFold_hypothetical_protein	6v2d-assembly2.cif.gz_C	LOKIASV2_2394_ESMFold_hypothetical_protein	6v2d-assembly2.cif.gz_C Crystal Structure of chromodomain of CDYL2 in complex with inhibitor UNC3866	0.127	44	37	71	114	1	43	7.012E+00	25
