LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P00692-F1-model_v4	AF-P00692-F1-model_v4 Alpha-amylase	3.728E-35	1.000	1108	1	485	756	5	514	514	551	0.642	0.992
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P06278-F1-model_v4	AF-P06278-F1-model_v4 Alpha-amylase	8.452E-35	1.000	1080	46	485	756	16	512	512	509	0.582	0.971
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P19571-F1-model_v4	AF-P19571-F1-model_v4 Glucan 1,4-alpha-maltohexaosidase	3.308E-34	1.000	1065	1	485	756	1	518	518	551	0.642	1.000
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P06279-F1-model_v4	AF-P06279-F1-model_v4 Alpha-amylase	4.796E-33	1.000	977	43	514	756	26	546	549	535	0.624	0.949
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P26613-F1-model_v4	AF-P26613-F1-model_v4 Cytoplasmic alpha-amylase	1.311E-29	1.000	917	62	483	756	3	490	494	502	0.558	0.988
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P26612-F1-model_v4	AF-P26612-F1-model_v4 Cytoplasmic alpha-amylase	1.544E-29	1.000	913	62	483	756	3	490	495	502	0.558	0.986
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P17654-F1-model_v4	AF-P17654-F1-model_v4 Alpha-amylase	2.728E-26	1.000	767	54	483	756	24	432	434	468	0.569	0.942
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P04750-F1-model_v4	AF-P04750-F1-model_v4 Alpha-amylase type B isozyme	9.065E-26	1.000	759	46	483	756	9	427	429	478	0.579	0.977
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P08117-F1-model_v4	AF-P08117-F1-model_v4 Alpha-amylase AMY3	3.359E-25	1.000	755	46	483	756	10	409	413	467	0.579	0.969
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-Q8LFG1-F1-model_v4	AF-Q8LFG1-F1-model_v4 Probable alpha-amylase 2	1.245E-24	1.000	754	61	483	756	24	412	413	455	0.560	0.942
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P00693-F1-model_v4	AF-P00693-F1-model_v4 Alpha-amylase type A isozyme	9.065E-26	1.000	751	55	483	756	18	427	438	476	0.567	0.936
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P04063-F1-model_v4	AF-P04063-F1-model_v4 Alpha-amylase type B isozyme	1.745E-25	1.000	750	52	483	756	15	425	427	473	0.571	0.963
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P17859-F1-model_v4	AF-P17859-F1-model_v4 Alpha-amylase	1.328E-25	1.000	739	46	482	756	7	420	421	478	0.578	0.983
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-Q8VZ56-F1-model_v4	AF-Q8VZ56-F1-model_v4 Alpha-amylase 1	7.211E-25	1.000	735	46	485	756	9	423	423	479	0.582	0.981
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P27932-F1-model_v4	AF-P27932-F1-model_v4 Alpha-amylase isozyme 3A	5.797E-25	1.000	727	56	493	756	22	438	440	482	0.579	0.948
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P27933-F1-model_v4	AF-P27933-F1-model_v4 Alpha-amylase isozyme 3D	8.043E-25	1.000	726	61	493	756	23	433	436	473	0.573	0.943
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P27934-F1-model_v4	AF-P27934-F1-model_v4 Alpha-amylase isozyme 3E	1.481E-25	1.000	723	46	491	756	13	435	437	492	0.590	0.968
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P27937-F1-model_v4	AF-P27937-F1-model_v4 Alpha-amylase isozyme 3B	2.700E-25	1.000	720	45	493	756	9	434	438	492	0.594	0.973
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-Q94A41-F1-model_v4	AF-Q94A41-F1-model_v4 Alpha-amylase 3, chloroplastic	4.367E-24	1.000	708	59	483	756	492	885	887	463	0.562	0.444
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P27939-F1-model_v4	AF-P27939-F1-model_v4 Alpha-amylase isozyme 3C	8.971E-25	1.000	706	23	491	756	1	436	437	515	0.620	0.998
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-A2YGY2-F1-model_v4	AF-A2YGY2-F1-model_v4 Alpha-amylase isozyme 2A	1.374E-23	1.000	706	58	483	756	18	426	446	469	0.563	0.917
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-Q0D9J1-F1-model_v4	AF-Q0D9J1-F1-model_v4 Alpha-amylase isozyme 2A	2.504E-23	1.000	697	58	483	756	18	426	445	469	0.563	0.919
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P04747-F1-model_v4	AF-P04747-F1-model_v4 Alpha-amylase type B isozyme	5.619E-22	1.000	691	45	399	756	9	366	368	390	0.470	0.973
LOKIASV2_4361_ESMFold_hypothetical_protein	AF-P21543-F1-model_v4	AF-P21543-F1-model_v4 Beta/alpha-amylase	1.154E-22	1.000	658	61	483	756	745	1195	1196	496	0.560	0.377
