query	target	qheader	theader	fident	alnlen	mismatch	qstart	qend	tstart	tend	evalue	bits
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4wv3-assembly2.cif.gz_B	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4wv3-assembly2.cif.gz_B Crystal structure of the anthranilate CoA ligase AuaEII in complex with anthranoyl-AMP	0.226	539	395	31	569	6	516	1.006E-40	1260
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4wv3-assembly1.cif.gz_A	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4wv3-assembly1.cif.gz_A Crystal structure of the anthranilate CoA ligase AuaEII in complex with anthranoyl-AMP	0.225	534	390	31	564	6	509	1.320E-39	1227
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4fuq-assembly4.cif.gz_D	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4fuq-assembly4.cif.gz_D Crystal structure of apo MatB from Rhodopseudomonas palustris	0.201	530	392	35	564	4	495	1.480E-39	1201
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4gxr-assembly1.cif.gz_A	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4gxr-assembly1.cif.gz_A Structure of ATP bound RpMatB-BxBclM chimera B3	0.209	531	392	34	564	1	497	4.923E-39	1199
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	2v7b-assembly2.cif.gz_B	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	2v7b-assembly2.cif.gz_B Crystal structures of a benzoate CoA ligase from Burkholderia xenovorans LB400	0.210	529	384	34	562	2	488	1.161E-38	1196
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4fuq-assembly3.cif.gz_C	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4fuq-assembly3.cif.gz_C Crystal structure of apo MatB from Rhodopseudomonas palustris	0.206	530	391	35	564	4	496	2.623E-39	1192
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	6m2t-assembly1.cif.gz_A	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	6m2t-assembly1.cif.gz_A The crystal structure of benzoate coenzyme A ligase double mutant (H333A/I334A) in complex with 2-methyl-thiazole-5 carboxylate-AMP	0.198	536	412	28	563	1	515	2.241E-40	1174
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4fuq-assembly2.cif.gz_B	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4fuq-assembly2.cif.gz_B Crystal structure of apo MatB from Rhodopseudomonas palustris	0.202	530	392	35	564	4	495	4.330E-38	1168
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4gxq-assembly3.cif.gz_C	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4gxq-assembly3.cif.gz_C Crystal Structure of ATP bound RpMatB-BxBclM chimera B1	0.214	530	390	35	564	4	500	3.861E-38	1168
LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4fut-assembly1.cif.gz_A	LOKIASV2_0417_ESMFold_long-chain_fatty_acid--CoA_ligase	4fut-assembly1.cif.gz_A Crystal structure of ATP bound MatB from Rhodopseudomonas palustris	0.203	531	395	34	564	1	497	3.861E-38	1165
