LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001134378177.pdb.gz	MGYP001134378177.pdb.gz	1.887E-46	1.000	1607	1	366	369	3	366	379	366	0.992	0.960
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000596944720.pdb.gz	MGYP000596944720.pdb.gz	1.511E-41	1.000	1370	1	369	369	2	370	374	376	1.000	0.987
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000200341464.pdb.gz	MGYP000200341464.pdb.gz	1.579E-37	1.000	1224	4	367	369	1	362	363	373	0.986	0.997
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001813274626.pdb.gz	MGYP001813274626.pdb.gz	8.769E-27	1.000	725	3	367	369	28	392	397	412	0.989	0.919
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000390682330.pdb.gz	MGYP000390682330.pdb.gz	7.004E-25	1.000	717	8	369	369	22	344	344	377	0.981	0.939
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000259330530.pdb.gz	MGYP000259330530.pdb.gz	1.220E-24	1.000	684	6	364	369	23	345	348	380	0.973	0.928
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001360427749.pdb.gz	MGYP001360427749.pdb.gz	1.354E-23	1.000	683	9	368	369	19	319	325	378	0.976	0.926
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001449176937.pdb.gz	MGYP001449176937.pdb.gz	3.141E-25	1.000	675	8	365	369	37	367	373	367	0.970	0.887
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP003576223848.pdb.gz	MGYP003576223848.pdb.gz	6.867E-24	1.000	673	8	368	369	37	380	382	395	0.978	0.901
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000864756137.pdb.gz	MGYP000864756137.pdb.gz	6.070E-24	1.000	671	9	369	369	14	341	341	387	0.978	0.962
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000477531553.pdb.gz	MGYP000477531553.pdb.gz	1.147E-24	1.000	671	8	369	369	24	342	378	380	0.981	0.844
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP002651245247.pdb.gz	MGYP002651245247.pdb.gz	1.922E-22	1.000	668	8	366	369	8	328	329	379	0.973	0.976
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001601107922.pdb.gz	MGYP001601107922.pdb.gz	8.429E-25	1.000	668	8	368	369	41	359	364	379	0.978	0.876
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001821803099.pdb.gz	MGYP001821803099.pdb.gz	6.070E-24	1.000	666	8	369	369	35	370	370	394	0.981	0.908
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP002624314224.pdb.gz	MGYP002624314224.pdb.gz	1.999E-24	1.000	663	9	369	369	24	355	357	374	0.978	0.930
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000670841414.pdb.gz	MGYP000670841414.pdb.gz	6.600E-22	1.000	661	9	369	369	2	323	324	381	0.978	0.994
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000849707954.pdb.gz	MGYP000849707954.pdb.gz	6.867E-24	1.000	661	8	369	369	25	341	341	386	0.981	0.930
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001083964111.pdb.gz	MGYP001083964111.pdb.gz	3.864E-23	1.000	660	1	368	369	27	351	354	384	0.997	0.918
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001080116579.pdb.gz	MGYP001080116579.pdb.gz	5.260E-23	1.000	658	1	369	369	22	356	361	385	1.000	0.928
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001384032018.pdb.gz	MGYP001384032018.pdb.gz	1.197E-23	1.000	657	9	368	369	9	316	327	372	0.976	0.942
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000567581346.pdb.gz	MGYP000567581346.pdb.gz	7.161E-23	1.000	656	8	367	369	2	336	337	390	0.976	0.994
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001358742205.pdb.gz	MGYP001358742205.pdb.gz	2.174E-22	1.000	656	3	367	369	21	341	348	379	0.989	0.922
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001544843198.pdb.gz	MGYP001544843198.pdb.gz	3.079E-24	1.000	656	1	363	369	20	351	353	387	0.984	0.941
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001770818752.pdb.gz	MGYP001770818752.pdb.gz	1.597E-22	1.000	651	8	362	369	6	332	336	380	0.962	0.973
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP002737755429.pdb.gz	MGYP002737755429.pdb.gz	9.749E-23	1.000	649	8	367	369	6	337	338	386	0.976	0.982
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP003999324641.pdb.gz	MGYP003999324641.pdb.gz	6.206E-22	1.000	648	8	369	369	4	331	331	384	0.981	0.991
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001442404992.pdb.gz	MGYP001442404992.pdb.gz	1.960E-23	1.000	648	3	369	369	20	354	354	381	0.995	0.946
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP002335992808.pdb.gz	MGYP002335992808.pdb.gz	6.867E-24	1.000	647	3	369	369	47	379	380	397	0.995	0.876
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP001285302851.pdb.gz	MGYP001285302851.pdb.gz	3.864E-23	1.000	646	8	363	369	25	344	351	371	0.965	0.912
LOKIASV2_1212_ESMFold_hypothetical_protein	MGYP000324196222.pdb.gz	MGYP000324196222.pdb.gz	1.197E-23	1.000	643	8	360	369	28	337	341	365	0.957	0.909
